chip_id,grid_id,detector,pred_idx,label,iou_to_gt,area_m2,source_detector,chip_path,split,dup_group_id,dup_size,is_canonical
v4_2_G0888_p0040,G0888,v4_2,40,nonpv,0.0,134.076,both,chips/nonpv/v4_2_G0888_p0040.png,,,1,True
v4_2_G0888_p0041,G0888,v4_2,41,nonpv,0.0,27.193,both,chips/nonpv/v4_2_G0888_p0041.png,,,1,True
v3c_G0923_p0045,G0923,v3c,45,pv,0.9658,86.724,both,chips/pv/v3c_G0923_p0045.png,,,1,True
v4_2_G0924_p0014,G0924,v4_2,14,pv,0.657,16.485,both,chips/pv/v4_2_G0924_p0014.png,,,1,True
v3c_G0923_p0046,G0923,v3c,46,pv,0.338,116.468,both,chips/pv/v3c_G0923_p0046.png,,,1,True
v4_2_G0888_p0043,G0888,v4_2,43,nonpv,0.0,5.932,v4_2,chips/nonpv/v4_2_G0888_p0043.png,,,1,True
v4_2_G0924_p0015,G0924,v4_2,15,pv,0.5663,27.634,both,chips/pv/v4_2_G0924_p0015.png,,,1,True
v4_2_G0888_p0045,G0888,v4_2,45,nonpv,0.0,12.641,v4_2,chips/nonpv/v4_2_G0888_p0045.png,,,1,True
v3c_G0923_p0047,G0923,v3c,47,pv,0.8169,6.849,v3c,chips/pv/v3c_G0923_p0047.png,,,1,True
v4_2_G0924_p0016,G0924,v4_2,16,pv,0.6093,24.966,both,chips/pv/v4_2_G0924_p0016.png,,,1,True
v4_2_G0924_p0018,G0924,v4_2,18,pv,0.65,47.046,both,chips/pv/v4_2_G0924_p0018.png,,,1,True
v3c_G0923_p0048,G0923,v3c,48,pv,0.7992,14.673,both,chips/pv/v3c_G0923_p0048.png,,,1,True
v4_2_G0888_p0046,G0888,v4_2,46,nonpv,0.0,12.581,both,chips/nonpv/v4_2_G0888_p0046.png,,,1,True
v4_2_G0888_p0048,G0888,v4_2,48,nonpv,0.0,214.479,both,chips/nonpv/v4_2_G0888_p0048.png,,,1,True
v3c_G0923_p0049,G0923,v3c,49,pv,0.8224,7.287,both,chips/pv/v3c_G0923_p0049.png,,,1,True
v4_2_G0924_p0020,G0924,v4_2,20,pv,0.2515,54.85,both,chips/pv/v4_2_G0924_p0020.png,,,1,True
v4_2_G0924_p0021,G0924,v4_2,21,pv,0.7649,25.006,both,chips/pv/v4_2_G0924_p0021.png,,,1,True
v3c_G0923_p0052,G0923,v3c,52,pv,0.9209,17.241,both,chips/pv/v3c_G0923_p0052.png,,,1,True
v4_2_G0888_p0050,G0888,v4_2,50,nonpv,0.0,63.105,v4_2,chips/nonpv/v4_2_G0888_p0050.png,,,1,True
v4_2_G0888_p0052,G0888,v4_2,52,nonpv,0.0,19.787,both,chips/nonpv/v4_2_G0888_p0052.png,,,1,True
v3c_G0923_p0053,G0923,v3c,53,pv,0.8108,43.382,both,chips/pv/v3c_G0923_p0053.png,,,1,True
v4_2_G0924_p0022,G0924,v4_2,22,pv,0.7637,15.589,both,chips/pv/v4_2_G0924_p0022.png,,,1,True
v4_2_G0888_p0053,G0888,v4_2,53,nonpv,0.0,50.742,v4_2,chips/nonpv/v4_2_G0888_p0053.png,,,1,True
v3c_G0923_p0054,G0923,v3c,54,pv,0.9627,25.982,both,chips/pv/v3c_G0923_p0054.png,,g00860,2,False
v4_2_G0924_p0025,G0924,v4_2,25,pv,0.215,1325.215,both,chips/pv/v4_2_G0924_p0025.png,,,1,True
v4_2_G0888_p0054,G0888,v4_2,54,nonpv,0.0,104.232,v4_2,chips/nonpv/v4_2_G0888_p0054.png,,,1,True
v3c_G0923_p0055,G0923,v3c,55,pv,0.8862,12.941,both,chips/pv/v3c_G0923_p0055.png,,,1,True
v4_2_G0924_p0026,G0924,v4_2,26,pv,0.707,75.775,both,chips/pv/v4_2_G0924_p0026.png,,,1,True
v4_2_G0924_p0027,G0924,v4_2,27,pv,0.5488,69.543,both,chips/pv/v4_2_G0924_p0027.png,,,1,True
v3c_G0923_p0057,G0923,v3c,57,pv,0.8097,77.447,both,chips/pv/v3c_G0923_p0057.png,,,1,True
v4_2_G0888_p0055,G0888,v4_2,55,nonpv,0.0,135.545,both,chips/nonpv/v4_2_G0888_p0055.png,,,1,True
v3c_G0923_p0058,G0923,v3c,58,pv,0.9468,46.508,both,chips/pv/v3c_G0923_p0058.png,,g00863,2,True
v4_2_G0924_p0028,G0924,v4_2,28,pv,0.8158,76.392,both,chips/pv/v4_2_G0924_p0028.png,,,1,True
v4_2_G0888_p0056,G0888,v4_2,56,nonpv,0.0,9.177,v4_2,chips/nonpv/v4_2_G0888_p0056.png,,,1,True
v4_2_G0888_p0057,G0888,v4_2,57,nonpv,0.0,117.309,both,chips/nonpv/v4_2_G0888_p0057.png,,,1,True
v4_2_G0924_p0029,G0924,v4_2,29,pv,0.2092,203.113,both,chips/pv/v4_2_G0924_p0029.png,,,1,True
v3c_G0923_p0060,G0923,v3c,60,pv,0.4478,28.649,both,chips/pv/v3c_G0923_p0060.png,,,1,True
v4_2_G0924_p0031,G0924,v4_2,31,pv,0.4861,155.55,both,chips/pv/v4_2_G0924_p0031.png,,,1,True
v3c_G0923_p0064,G0923,v3c,64,pv,0.5771,40.813,both,chips/pv/v3c_G0923_p0064.png,,,1,True
v4_2_G0888_p0058,G0888,v4_2,58,nonpv,0.0,7.266,v4_2,chips/nonpv/v4_2_G0888_p0058.png,,,1,True
v4_2_G0888_p0059,G0888,v4_2,59,nonpv,0.0,51.04,v4_2,chips/nonpv/v4_2_G0888_p0059.png,,,1,True
v3c_G0923_p0067,G0923,v3c,67,pv,0.3816,19.092,both,chips/pv/v3c_G0923_p0067.png,,,1,True
v4_2_G0924_p0033,G0924,v4_2,33,pv,0.1382,620.797,both,chips/pv/v4_2_G0924_p0033.png,,,1,True
v4_2_G0924_p0034,G0924,v4_2,34,pv,0.1139,398.567,both,chips/pv/v4_2_G0924_p0034.png,,,1,True
v3c_G0923_p0068,G0923,v3c,68,pv,0.9164,17.659,both,chips/pv/v3c_G0923_p0068.png,,,1,True
v4_2_G0888_p0061,G0888,v4_2,61,nonpv,0.0,36.747,both,chips/nonpv/v4_2_G0888_p0061.png,,,1,True
v3c_G0923_p0070,G0923,v3c,70,pv,0.9597,41.43,both,chips/pv/v3c_G0923_p0070.png,,,1,True
v4_2_G0888_p0062,G0888,v4_2,62,nonpv,0.0,21.917,v4_2,chips/nonpv/v4_2_G0888_p0062.png,,,1,True
v4_2_G0924_p0036,G0924,v4_2,36,pv,0.8946,79.098,both,chips/pv/v4_2_G0924_p0036.png,,g00751,2,False
v4_2_G0888_p0063,G0888,v4_2,63,nonpv,0.0,27.331,v4_2,chips/nonpv/v4_2_G0888_p0063.png,,g00567,2,False
v4_2_G0924_p0038,G0924,v4_2,38,pv,0.3231,276.574,both,chips/pv/v4_2_G0924_p0038.png,,,1,True
v3c_G0923_p0071,G0923,v3c,71,pv,0.7556,9.695,both,chips/pv/v3c_G0923_p0071.png,,,1,True
v3c_G0923_p0072,G0923,v3c,72,pv,0.6849,66.554,both,chips/pv/v3c_G0923_p0072.png,,,1,True
v4_2_G0924_p0039,G0924,v4_2,39,pv,0.6921,72.966,both,chips/pv/v4_2_G0924_p0039.png,,,1,True
v4_2_G0888_p0064,G0888,v4_2,64,nonpv,0.0,52.493,both,chips/nonpv/v4_2_G0888_p0064.png,,,1,True
v3c_G0923_p0073,G0923,v3c,73,pv,0.2815,26.239,both,chips/pv/v3c_G0923_p0073.png,,,1,True
v4_2_G0889_p0000,G0889,v4_2,0,nonpv,0.0,70.532,v4_2,chips/nonpv/v4_2_G0889_p0000.png,,,1,True
v4_2_G0924_p0040,G0924,v4_2,40,pv,0.403,412.87,both,chips/pv/v4_2_G0924_p0040.png,,,1,True
v4_2_G0889_p0001,G0889,v4_2,1,nonpv,0.0,79.57,v4_2,chips/nonpv/v4_2_G0889_p0001.png,,,1,True
v4_2_G0924_p0041,G0924,v4_2,41,pv,0.7868,54.63,both,chips/pv/v4_2_G0924_p0041.png,,,1,True
v3c_G0923_p0074,G0923,v3c,74,pv,0.628,30.998,both,chips/pv/v3c_G0923_p0074.png,,,1,True
v4_2_G0889_p0002,G0889,v4_2,2,nonpv,0.0,13.617,both,chips/nonpv/v4_2_G0889_p0002.png,,,1,True
v4_2_G0924_p0042,G0924,v4_2,42,pv,0.484,59.368,v4_2,chips/pv/v4_2_G0924_p0042.png,,,1,True
v3c_G0923_p0075,G0923,v3c,75,pv,0.8426,17.898,both,chips/pv/v3c_G0923_p0075.png,,,1,True
v4_2_G0924_p0043,G0924,v4_2,43,pv,0.6528,182.484,both,chips/pv/v4_2_G0924_p0043.png,,,1,True
v4_2_G0889_p0003,G0889,v4_2,3,nonpv,0.0714,1325.424,both,chips/nonpv/v4_2_G0889_p0003.png,,,1,True
v3c_G0923_p0076,G0923,v3c,76,pv,0.9649,6.809,both,chips/pv/v3c_G0923_p0076.png,,,1,True
v3c_G0923_p0077,G0923,v3c,77,pv,0.8529,8.8,both,chips/pv/v3c_G0923_p0077.png,,,1,True
v4_2_G0889_p0004,G0889,v4_2,4,nonpv,0.0,22.078,both,chips/nonpv/v4_2_G0889_p0004.png,,,1,True
v4_2_G0924_p0044,G0924,v4_2,44,pv,0.3426,141.611,v4_2,chips/pv/v4_2_G0924_p0044.png,,,1,True
v4_2_G0889_p0005,G0889,v4_2,5,nonpv,0.0,8.441,v4_2,chips/nonpv/v4_2_G0889_p0005.png,,,1,True
v3c_G0923_p0078,G0923,v3c,78,pv,0.928,66.237,both,chips/pv/v3c_G0923_p0078.png,,,1,True
v4_2_G0924_p0045,G0924,v4_2,45,pv,0.8501,31.098,v4_2,chips/pv/v4_2_G0924_p0045.png,,,1,True
v3c_G0923_p0079,G0923,v3c,79,pv,0.8836,40.694,both,chips/pv/v3c_G0923_p0079.png,,,1,True
v4_2_G0924_p0046,G0924,v4_2,46,pv,0.7731,32.113,v4_2,chips/pv/v4_2_G0924_p0046.png,,,1,True
v4_2_G0889_p0013,G0889,v4_2,13,nonpv,0.0302,1308.538,both,chips/nonpv/v4_2_G0889_p0013.png,,,1,True
v4_2_G0924_p0047,G0924,v4_2,47,pv,0.477,225.148,both,chips/pv/v4_2_G0924_p0047.png,,,1,True
v4_2_G0889_p0015,G0889,v4_2,15,nonpv,0.089,910.081,v4_2,chips/nonpv/v4_2_G0889_p0015.png,,,1,True
v3c_G0923_p0080,G0923,v3c,80,pv,0.9608,25.145,both,chips/pv/v3c_G0923_p0080.png,,,1,True
v3c_G0923_p0082,G0923,v3c,82,pv,0.8518,33.646,both,chips/pv/v3c_G0923_p0082.png,,,1,True
v4_2_G0889_p0016,G0889,v4_2,16,nonpv,0.0,8.899,both,chips/nonpv/v4_2_G0889_p0016.png,,,1,True
v4_2_G0924_p0048,G0924,v4_2,48,pv,0.8813,245.595,both,chips/pv/v4_2_G0924_p0048.png,,,1,True
v4_2_G0889_p0017,G0889,v4_2,17,nonpv,0.0,12.9,v4_2,chips/nonpv/v4_2_G0889_p0017.png,,,1,True
v4_2_G0924_p0049,G0924,v4_2,49,pv,0.6723,258.476,both,chips/pv/v4_2_G0924_p0049.png,,,1,True
v3c_G0923_p0083,G0923,v3c,83,pv,0.8444,26.498,both,chips/pv/v3c_G0923_p0083.png,,,1,True
v4_2_G0889_p0018,G0889,v4_2,18,nonpv,0.0,43.796,v4_2,chips/nonpv/v4_2_G0889_p0018.png,,,1,True
v4_2_G0924_p0050,G0924,v4_2,50,pv,0.7788,57.895,both,chips/pv/v4_2_G0924_p0050.png,,,1,True
v3c_G0923_p0084,G0923,v3c,84,pv,0.8668,19.53,both,chips/pv/v3c_G0923_p0084.png,,,1,True
v4_2_G0924_p0052,G0924,v4_2,52,pv,0.6861,470.089,both,chips/pv/v4_2_G0924_p0052.png,,,1,True
v3c_G0923_p0085,G0923,v3c,85,pv,0.8602,9.397,both,chips/pv/v3c_G0923_p0085.png,,,1,True
v4_2_G0889_p0019,G0889,v4_2,19,nonpv,0.0,5.116,v4_2,chips/nonpv/v4_2_G0889_p0019.png,,,1,True
v4_2_G0924_p0053,G0924,v4_2,53,pv,0.1677,1636.488,both,chips/pv/v4_2_G0924_p0053.png,,,1,True
v3c_G0923_p0086,G0923,v3c,86,pv,0.5431,51.504,v3c,chips/pv/v3c_G0923_p0086.png,,,1,True
v4_2_G0889_p0020,G0889,v4_2,20,nonpv,0.0,162.98,both,chips/nonpv/v4_2_G0889_p0020.png,,,1,True
v4_2_G0889_p0021,G0889,v4_2,21,nonpv,0.0,148.766,both,chips/nonpv/v4_2_G0889_p0021.png,,,1,True
v3c_G0923_p0087,G0923,v3c,87,pv,0.4167,23.99,both,chips/pv/v3c_G0923_p0087.png,,,1,True
v4_2_G0924_p0054,G0924,v4_2,54,pv,0.2706,1063.032,both,chips/pv/v4_2_G0924_p0054.png,,,1,True
v4_2_G0889_p0022,G0889,v4_2,22,nonpv,0.0,36.171,both,chips/nonpv/v4_2_G0889_p0022.png,,,1,True
v4_2_G0924_p0055,G0924,v4_2,55,pv,0.2383,1350.831,both,chips/pv/v4_2_G0924_p0055.png,,,1,True
v3c_G0923_p0090,G0923,v3c,90,pv,0.3783,15.31,both,chips/pv/v3c_G0923_p0090.png,,,1,True
v3c_G0923_p0092,G0923,v3c,92,pv,0.6786,19.948,both,chips/pv/v3c_G0923_p0092.png,,,1,True
v4_2_G0889_p0023,G0889,v4_2,23,nonpv,0.0,35.494,both,chips/nonpv/v4_2_G0889_p0023.png,,,1,True
v4_2_G0924_p0061,G0924,v4_2,61,pv,0.656,374.497,both,chips/pv/v4_2_G0924_p0061.png,,,1,True
v3c_G0923_p0095,G0923,v3c,95,pv,0.7962,17.679,both,chips/pv/v3c_G0923_p0095.png,,,1,True
v4_2_G0889_p0024,G0889,v4_2,24,nonpv,0.0,293.649,v4_2,chips/nonpv/v4_2_G0889_p0024.png,,,1,True
v4_2_G0924_p0062,G0924,v4_2,62,pv,0.7273,199.203,both,chips/pv/v4_2_G0924_p0062.png,,,1,True
v4_2_G0889_p0025,G0889,v4_2,25,nonpv,0.0,8.301,v4_2,chips/nonpv/v4_2_G0889_p0025.png,,,1,True
v4_2_G0924_p0065,G0924,v4_2,65,pv,0.1806,424.899,both,chips/pv/v4_2_G0924_p0065.png,,,1,True
v3c_G0923_p0098,G0923,v3c,98,pv,0.8,18.217,both,chips/pv/v3c_G0923_p0098.png,,,1,True
v3c_G0923_p0099,G0923,v3c,99,pv,0.9334,15.529,both,chips/pv/v3c_G0923_p0099.png,,,1,True
v4_2_G0889_p0029,G0889,v4_2,29,nonpv,0.0,7.863,v4_2,chips/nonpv/v4_2_G0889_p0029.png,,,1,True
v4_2_G0924_p0067,G0924,v4_2,67,pv,0.9356,64.304,both,chips/pv/v4_2_G0924_p0067.png,,,1,True
v4_2_G0924_p0068,G0924,v4_2,68,pv,0.3768,893.307,both,chips/pv/v4_2_G0924_p0068.png,,,1,True
v4_2_G0889_p0031,G0889,v4_2,31,nonpv,0.0,126.27,v4_2,chips/nonpv/v4_2_G0889_p0031.png,,,1,True
v3c_G0923_p0100,G0923,v3c,100,pv,0.9166,25.961,both,chips/pv/v3c_G0923_p0100.png,,,1,True
v3c_G0923_p0101,G0923,v3c,101,pv,0.7995,15.887,both,chips/pv/v3c_G0923_p0101.png,,,1,True
v4_2_G0889_p0033,G0889,v4_2,33,nonpv,0.0,10.212,v4_2,chips/nonpv/v4_2_G0889_p0033.png,,,1,True
v4_2_G0924_p0072,G0924,v4_2,72,pv,0.2778,122.258,both,chips/pv/v4_2_G0924_p0072.png,,,1,True
v4_2_G0889_p0034,G0889,v4_2,34,nonpv,0.0,5.096,v4_2,chips/nonpv/v4_2_G0889_p0034.png,,,1,True
v4_2_G0924_p0074,G0924,v4_2,74,pv,0.3112,2199.12,both,chips/pv/v4_2_G0924_p0074.png,,,1,True
v3c_G0923_p0102,G0923,v3c,102,pv,0.2507,53.515,both,chips/pv/v3c_G0923_p0102.png,,,1,True
v3c_G0923_p0103,G0923,v3c,103,pv,0.94,6.948,both,chips/pv/v3c_G0923_p0103.png,,,1,True
v4_2_G0924_p0075,G0924,v4_2,75,pv,0.3107,251.22,both,chips/pv/v4_2_G0924_p0075.png,,,1,True
v4_2_G0889_p0035,G0889,v4_2,35,nonpv,0.0,5.454,v4_2,chips/nonpv/v4_2_G0889_p0035.png,,,1,True
v4_2_G0924_p0076,G0924,v4_2,76,pv,0.1019,803.151,both,chips/pv/v4_2_G0924_p0076.png,,,1,True
v4_2_G0889_p0036,G0889,v4_2,36,nonpv,0.0,9.934,both,chips/nonpv/v4_2_G0889_p0036.png,,,1,True
v3c_G0923_p0104,G0923,v3c,104,pv,0.6378,26.22,both,chips/pv/v3c_G0923_p0104.png,,,1,True
v3c_G0923_p0105,G0923,v3c,105,pv,0.1979,67.112,both,chips/pv/v3c_G0923_p0105.png,,,1,True
v4_2_G0889_p0037,G0889,v4_2,37,nonpv,0.0,32.986,v4_2,chips/nonpv/v4_2_G0889_p0037.png,,,1,True
v4_2_G0924_p0078,G0924,v4_2,78,pv,0.3979,492.226,both,chips/pv/v4_2_G0924_p0078.png,,,1,True
v4_2_G0889_p0038,G0889,v4_2,38,nonpv,0.0,10.909,v4_2,chips/nonpv/v4_2_G0889_p0038.png,,,1,True
v4_2_G0924_p0079,G0924,v4_2,79,pv,0.7498,104.955,both,chips/pv/v4_2_G0924_p0079.png,,,1,True
v3c_G0923_p0106,G0923,v3c,106,pv,0.804,13.777,both,chips/pv/v3c_G0923_p0106.png,,,1,True
v3c_G0923_p0107,G0923,v3c,107,pv,0.6081,18.117,both,chips/pv/v3c_G0923_p0107.png,,,1,True
v4_2_G0889_p0040,G0889,v4_2,40,nonpv,0.0,70.788,both,chips/nonpv/v4_2_G0889_p0040.png,,,1,True
v4_2_G0924_p0084,G0924,v4_2,84,pv,0.4465,565.368,both,chips/pv/v4_2_G0924_p0084.png,,,1,True
v4_2_G0924_p0086,G0924,v4_2,86,pv,0.6418,277.438,both,chips/pv/v4_2_G0924_p0086.png,,,1,True
v4_2_G0889_p0041,G0889,v4_2,41,nonpv,0.0,331.864,v4_2,chips/nonpv/v4_2_G0889_p0041.png,,,1,True
v3c_G0923_p0108,G0923,v3c,108,pv,0.9606,15.409,both,chips/pv/v3c_G0923_p0108.png,,,1,True
v3c_G0923_p0109,G0923,v3c,109,pv,0.3854,5.694,v3c,chips/pv/v3c_G0923_p0109.png,,,1,True
v4_2_G0889_p0042,G0889,v4_2,42,nonpv,0.0,460.581,v4_2,chips/nonpv/v4_2_G0889_p0042.png,,,1,True
v4_2_G0925_p0001,G0925,v4_2,1,pv,0.2461,1055.561,both,chips/pv/v4_2_G0925_p0001.png,,,1,True
v4_2_G0925_p0019,G0925,v4_2,19,pv,0.7972,125.243,both,chips/pv/v4_2_G0925_p0019.png,,,1,True
v4_2_G0889_p0043,G0889,v4_2,43,nonpv,0.0,68.321,both,chips/nonpv/v4_2_G0889_p0043.png,,,1,True
v3c_G0923_p0110,G0923,v3c,110,pv,0.8867,43.341,both,chips/pv/v3c_G0923_p0110.png,,,1,True
v3c_G0923_p0111,G0923,v3c,111,pv,0.631,20.904,both,chips/pv/v3c_G0923_p0111.png,,,1,True
v4_2_G0925_p0021,G0925,v4_2,21,pv,0.5324,691.576,both,chips/pv/v4_2_G0925_p0021.png,,,1,True
v4_2_G0889_p0044,G0889,v4_2,44,nonpv,0.0,239.48,both,chips/nonpv/v4_2_G0889_p0044.png,,,1,True
v4_2_G0925_p0022,G0925,v4_2,22,pv,0.7209,586.865,both,chips/pv/v4_2_G0925_p0022.png,,,1,True
v4_2_G0889_p0048,G0889,v4_2,48,nonpv,0.0,6.828,v4_2,chips/nonpv/v4_2_G0889_p0048.png,,,1,True
v3c_G0923_p0112,G0923,v3c,112,pv,0.6308,20.645,both,chips/pv/v3c_G0923_p0112.png,,,1,True
v3c_G0923_p0113,G0923,v3c,113,pv,0.8986,75.674,both,chips/pv/v3c_G0923_p0113.png,,g00903,2,True
v4_2_G0889_p0049,G0889,v4_2,49,nonpv,0.0,728.068,v4_2,chips/nonpv/v4_2_G0889_p0049.png,,,1,True
v4_2_G0925_p0024,G0925,v4_2,24,pv,0.3773,488.056,both,chips/pv/v4_2_G0925_p0024.png,,,1,True
v4_2_G0889_p0050,G0889,v4_2,50,nonpv,0.0,1257.903,v4_2,chips/nonpv/v4_2_G0889_p0050.png,,,1,True
v4_2_G0925_p0025,G0925,v4_2,25,pv,0.8438,183.078,both,chips/pv/v4_2_G0925_p0025.png,,,1,True
v3c_G0923_p0114,G0923,v3c,114,pv,0.8283,63.768,both,chips/pv/v3c_G0923_p0114.png,,,1,True
v3c_G0923_p0115,G0923,v3c,115,pv,0.2731,36.015,both,chips/pv/v3c_G0923_p0115.png,,,1,True
v4_2_G0889_p0053,G0889,v4_2,53,nonpv,0.0,92.267,both,chips/nonpv/v4_2_G0889_p0053.png,,,1,True
v4_2_G0925_p0026,G0925,v4_2,26,pv,0.8686,92.415,both,chips/pv/v4_2_G0925_p0026.png,,,1,True
v4_2_G0925_p0027,G0925,v4_2,27,pv,0.1714,1384.713,both,chips/pv/v4_2_G0925_p0027.png,,,1,True
v4_2_G0889_p0055,G0889,v4_2,55,nonpv,0.0,24.186,both,chips/nonpv/v4_2_G0889_p0055.png,,,1,True
v3c_G0923_p0116,G0923,v3c,116,pv,0.6571,27.952,both,chips/pv/v3c_G0923_p0116.png,,,1,True
v3c_G0923_p0117,G0923,v3c,117,pv,0.7924,21.78,both,chips/pv/v3c_G0923_p0117.png,,,1,True
v4_2_G0889_p0056,G0889,v4_2,56,nonpv,0.0,7.047,v4_2,chips/nonpv/v4_2_G0889_p0056.png,,,1,True
v4_2_G0925_p0028,G0925,v4_2,28,pv,0.3114,147.88,both,chips/pv/v4_2_G0925_p0028.png,,,1,True
v4_2_G0889_p0057,G0889,v4_2,57,nonpv,0.0,11.287,v4_2,chips/nonpv/v4_2_G0889_p0057.png,,,1,True
v4_2_G0925_p0029,G0925,v4_2,29,pv,0.3384,105.236,both,chips/pv/v4_2_G0925_p0029.png,,,1,True
v3c_G0923_p0118,G0923,v3c,118,pv,0.4313,42.744,both,chips/pv/v3c_G0923_p0118.png,,,1,True
v4_2_G0926_p0006,G0926,v4_2,6,pv,0.3463,20.467,v4_2,chips/pv/v4_2_G0926_p0006.png,,,1,True
v4_2_G0889_p0058,G0889,v4_2,58,nonpv,0.0,13.895,v4_2,chips/nonpv/v4_2_G0889_p0058.png,,,1,True
v3c_G0923_p0119,G0923,v3c,119,pv,0.7728,49.692,both,chips/pv/v3c_G0923_p0119.png,,,1,True
v3c_G0923_p0120,G0923,v3c,120,pv,0.6396,31.874,both,chips/pv/v3c_G0923_p0120.png,,,1,True
v4_2_G0889_p0059,G0889,v4_2,59,nonpv,0.0,38.739,both,chips/nonpv/v4_2_G0889_p0059.png,,,1,True
v4_2_G0926_p0008,G0926,v4_2,8,pv,0.6004,36.115,v4_2,chips/pv/v4_2_G0926_p0008.png,,,1,True
v4_2_G0926_p0009,G0926,v4_2,9,pv,0.4466,42.168,both,chips/pv/v4_2_G0926_p0009.png,,,1,True
v4_2_G0889_p0060,G0889,v4_2,60,nonpv,0.0,467.57,both,chips/nonpv/v4_2_G0889_p0060.png,,,1,True
v3c_G0923_p0121,G0923,v3c,121,pv,0.4018,31.515,both,chips/pv/v3c_G0923_p0121.png,,,1,True
v3c_G0923_p0122,G0923,v3c,122,pv,0.7451,25.602,both,chips/pv/v3c_G0923_p0122.png,,,1,True
v4_2_G0926_p0011,G0926,v4_2,11,pv,0.3175,25.563,v4_2,chips/pv/v4_2_G0926_p0011.png,,,1,True
v4_2_G0889_p0061,G0889,v4_2,61,nonpv,0.0,8.162,both,chips/nonpv/v4_2_G0889_p0061.png,,,1,True
v4_2_G0926_p0012,G0926,v4_2,12,pv,0.265,41.65,v4_2,chips/pv/v4_2_G0926_p0012.png,,,1,True
v4_2_G0889_p0062,G0889,v4_2,62,nonpv,0.0,71.027,both,chips/nonpv/v4_2_G0889_p0062.png,,g00913,2,True
v3c_G0923_p0123,G0923,v3c,123,pv,0.9422,19.63,both,chips/pv/v3c_G0923_p0123.png,,,1,True
v4_2_G0926_p0013,G0926,v4_2,13,pv,0.576,21.044,v4_2,chips/pv/v4_2_G0926_p0013.png,,,1,True
v4_2_G0889_p0065,G0889,v4_2,65,nonpv,0.0,35.215,both,chips/nonpv/v4_2_G0889_p0065.png,,,1,True
v3c_G0923_p0124,G0923,v3c,124,pv,0.7857,6.689,both,chips/pv/v3c_G0923_p0124.png,,,1,True
v4_2_G0926_p0014,G0926,v4_2,14,pv,0.3203,26.42,both,chips/pv/v4_2_G0926_p0014.png,,,1,True
v4_2_G0889_p0067,G0889,v4_2,67,nonpv,0.0,89.957,both,chips/nonpv/v4_2_G0889_p0067.png,,,1,True
v3c_G0923_p0128,G0923,v3c,128,pv,0.2904,64.443,both,chips/pv/v3c_G0923_p0128.png,,,1,True
v4_2_G0889_p0073,G0889,v4_2,73,nonpv,0.0,29.78,both,chips/nonpv/v4_2_G0889_p0073.png,,,1,True
v3c_G0923_p0129,G0923,v3c,129,pv,0.329,39.817,both,chips/pv/v3c_G0923_p0129.png,,,1,True
v4_2_G0926_p0015,G0926,v4_2,15,pv,0.295,29.087,both,chips/pv/v4_2_G0926_p0015.png,,,1,True
v4_2_G0889_p0074,G0889,v4_2,74,nonpv,0.0,442.976,v4_2,chips/nonpv/v4_2_G0889_p0074.png,,g00609,2,True
v4_2_G0926_p0016,G0926,v4_2,16,pv,0.6503,35.021,both,chips/pv/v4_2_G0926_p0016.png,,,1,True
v3c_G0923_p0130,G0923,v3c,130,pv,0.313,32.948,both,chips/pv/v3c_G0923_p0130.png,,,1,True
v4_2_G0926_p0018,G0926,v4_2,18,pv,0.5058,41.333,both,chips/pv/v4_2_G0926_p0018.png,,,1,True
v3c_G0923_p0131,G0923,v3c,131,pv,0.5486,40.553,both,chips/pv/v3c_G0923_p0131.png,,,1,True
v4_2_G0889_p0077,G0889,v4_2,77,nonpv,0.0,515.2,v4_2,chips/nonpv/v4_2_G0889_p0077.png,,,1,True
v4_2_G0889_p0078,G0889,v4_2,78,nonpv,0.0,146.452,v4_2,chips/nonpv/v4_2_G0889_p0078.png,,,1,True
v3c_G0923_p0132,G0923,v3c,132,pv,0.3059,30.34,both,chips/pv/v3c_G0923_p0132.png,,,1,True
v4_2_G0926_p0022,G0926,v4_2,22,pv,0.7358,36.674,both,chips/pv/v4_2_G0926_p0022.png,,,1,True
v3c_G0923_p0133,G0923,v3c,133,pv,0.9199,34.68,both,chips/pv/v3c_G0923_p0133.png,,,1,True
v4_2_G0926_p0023,G0926,v4_2,23,pv,0.3527,29.407,both,chips/pv/v4_2_G0926_p0023.png,,,1,True
v4_2_G0889_p0079,G0889,v4_2,79,nonpv,0.0,14.93,v4_2,chips/nonpv/v4_2_G0889_p0079.png,,,1,True
v4_2_G0890_p0001,G0890,v4_2,1,nonpv,0.0,259.874,both,chips/nonpv/v4_2_G0890_p0001.png,,,1,True
v4_2_G0926_p0024,G0926,v4_2,24,pv,0.6694,26.261,both,chips/pv/v4_2_G0926_p0024.png,,,1,True
v3c_G0923_p0134,G0923,v3c,134,pv,0.7963,14.354,both,chips/pv/v3c_G0923_p0134.png,,,1,True
v3c_G0923_p0135,G0923,v3c,135,pv,0.5069,34.62,both,chips/pv/v3c_G0923_p0135.png,,,1,True
v4_2_G0890_p0002,G0890,v4_2,2,nonpv,0.0,263.139,v4_2,chips/nonpv/v4_2_G0890_p0002.png,,,1,True
v4_2_G0926_p0025,G0926,v4_2,25,pv,0.3766,33.707,both,chips/pv/v4_2_G0926_p0025.png,,,1,True
